,,,,,,,,,,,,,,,,,,,,,,,,,,VACCINATION DATES,,,,,,,,,,,,,,,,,,,,,,,,,
ID,NT-Date,Name,Date of Birth,Litter,Breed,Coat Length,Color,Age,Health Summary,Sex,Size,Microchipped,Microchip ID,Microchip Company,Bonded (Y/N),Bonded With,Energy Level,Good with Cats,Good with Dogs,Good with Kids,House Trained,Must Go With Another Cat,Personality Tags,Prefers To Be Alone,Special Needs,1st Set                          8 weeks (2 months),2nd Set                         12 weeks (3 months),3rd Set                         16 weeks (4 months),Rabies,Spayed/Neutered Date ,Spayed/Neutered,Vaccinations Up To Date,Environment Type,Intake Date,Shelter Location,Status,Adoption Fee,Adoption Date,Is Adopted,Adopted By,New Adopted Name,Health Concerns,Current Medications,Survey Completed,Is Sponsored,Sponsored By,Sponsorship Amount,Sponsored Date,Is Returned,Return Date,Return Reason
158,,Rancho,4/29/2025,City Kitty Family,Domestic Shorthair,,Grey Tabby,"7 Months, 18 Days",,male,,TRUE,985 113 010 373 688,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,8/20/2025,9/10/2025,,9/20/2025,9/25/2025,TRUE,FALSE,,,,adopted,----,9/25/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
159,24-0322,Raven,3/8/2024,Lucy's Kids,Domestic Shorthair,,Black,"1 Years, 9 Months, 9 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
160,24-0426,Remy,3/9/2024,,Domestic Shorthair,,Tabby,"1 Years, 9 Months, 8 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
161,25-1012,Ricotta,7/22/2025,Cheese Family,Domestic Shorthair,,Calico,"4 Months, 25 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,11/5/2025,,,11/5/2025,,FALSE,FALSE,,,,adopted,----,11/2/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
162,,Rizo,10/7/2024,,,,Dilute Calico,"1 Years, 2 Months, 10 Days",,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,2/15/2025,TRUE,Estee Kallon,,,,FALSE,FALSE,,,,FALSE,,
163,,Ruby,3/1/2021,,Domestic Shorthair,,Brown Tabby,"4 Years, 9 Months, 16 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,1/31/2025,TRUE,Anthny Tohamanian,,,,FALSE,FALSE,,,,FALSE,,
164,,Sabrina,6/6/2024,,Domestic Shorthair,,Tuxedo,"1 Years, 6 Months, 11 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,7/26/2025,TRUE,Katy Robinson,,,,FALSE,FALSE,,,,FALSE,,
165,,Sadie,,,,,,,,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
166,,Sally,5/15/2025,Sally's Kids,Domestic Shorthair,,Tuxedo,"7 Months, 2 Days",,female,,FALSE,985113009724827,Home Again,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,available,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
167,,Samwise,8/18/2025,Lord of the Rings,Domestic Shorthair,,Black & White on nose - Tuxedo,"3 Months, 29 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,11/25/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
168,,Sandy,10/7/2024,,Domestic Shorthair,,,"1 Years, 2 Months, 10 Days",,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,2/15/2025,TRUE,Sara Dickerson,,,,FALSE,FALSE,,,,FALSE,,
169,,Saturday,6/24/2025,Days of the Week Family,Domestic Medium Hair,,Tuxedo,"5 Months, 23 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,9/9/2025,10/22/2025,,10/22/2025,,FALSE,FALSE,,,,adopted,----,10/19/2025,TRUE,Chenelle Foreman,,,,FALSE,FALSE,,,,FALSE,,
170,,Saturn,10/4/2024,Planet Family,Domestic Shorthair,,Grey tabby,"1 Years, 2 Months, 13 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,5/21/2025,TRUE,Claudia Gonzalez,,,,FALSE,FALSE,,,,FALSE,,
171,,Sawyer,2/22/2024,,,,Calico,"1 Years, 9 Months, 25 Days",,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
172,,Shadow,4/29/2025,Maria Herrera's Kids,Domestic Shorthair,,Black,"7 Months, 18 Days",,female,medium,FALSE,,,FALSE,,medium,TRUE,FALSE,TRUE,FALSE,TRUE,affectionate,FALSE,,8/8/2025,,,8/8/2025,8/8/2025,TRUE,TRUE,indoor,,Pasadena PetSmart ,adopted,----,11/9/2025,TRUE,Chris Conner,,,,FALSE,FALSE,,,,FALSE,,
173,24-0513,Shuri,,,Domestic Medium Hair,,Black,,,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
174,,Sir Louie,6/26/2024,,Domestic Shorthair,,Black,"1 Years, 5 Months, 21 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,7/26/2025,TRUE,Anthony Avila,,,,FALSE,FALSE,,,,FALSE,,
175,,Smudge,1/1/2025,,Siamese,,,"11 Months, 16 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,4/16/2025,5/1/2025,TRUE,FALSE,,,,adopted,----,11/2/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
176,24-0322,Snowflake,3/8/2024,,Domestic Shorthair,,Flame Point,"1 Years, 9 Months, 9 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
177,,Spice,10/5/2024,,,,Dilute Calico,"1 Years, 2 Months, 12 Days",,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,2/23/2025,TRUE,Sonig Sarkis,,,,FALSE,FALSE,,,,FALSE,,
178,24-0322,Sunbeam,3/8/2024,,Domestic Shorthair,,Orange & White,"1 Years, 9 Months, 9 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
179,,Sunday,6/24/2025,Days of the Week Family,Domestic Medium Hair,,Tuxedo,"5 Months, 23 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,9/9/2025,10/22/2025,,10/22/2025,,FALSE,FALSE,,,,adopted,----,10/18/2025,TRUE,Melina Gutierrez,,,,FALSE,FALSE,,,,FALSE,,
180,,Suzie,6/30/2025,Sally's Kids,Domestic Shorthair,,Black,"5 Months, 17 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,9/2/2025,9/23/2025,10/29/2025,10/29/2025,,FALSE,FALSE,,,,adopted,----,9/29/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
181,,Sydney,5/1/2024,,Domestic Shorthair,,Grey Tabby,"1 Years, 7 Months, 16 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,6/26/2025,TRUE,Nancy Lain,,,,FALSE,FALSE,,,,FALSE,,
182,,Taca Meow Meow,3/1/2024,,Domestic Shorthair,,Tuxedo,"1 Years, 9 Months, 16 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,3/29/2025,TRUE,Veronica Martinez,,,,FALSE,FALSE,,,,FALSE,,
183,,Tali,8/14/2024,,Siamese,,,"1 Years, 4 Months, 3 Days",,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,3/5/2025,TRUE,Leila Jimenez-Cardona,,,,FALSE,FALSE,,,,FALSE,,
184,,Tanner,5/12/2023,,Domestic Shorthair,,Orange Tabby,"2 Years, 7 Months, 5 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
185,,Theo,3/9/2024,,Domestic Shorthair,,Grey,"1 Years, 9 Months, 8 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
186,,Thursday,6/24/2025,Days of the Week Family,Domestic Medium Hair,,Black & White,"5 Months, 23 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,9/9/2025,10/3/2025,10/22/2025,10/22/2025,,FALSE,FALSE,,,,adopted,----,10/25/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
187,,Tinker,3/17/2025,,,,Orange & White,"9 Months, 0 Days",,female,,TRUE,985 113 010 373 137,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,7/9/2025,,,7/8/2025,8/21/2025,TRUE,FALSE,,,,available,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
188,,Titi,4/1/2024,,Domestic Shorthair,,Grey Tabby,"1 Years, 8 Months, 16 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
189,,Tom,7/10/2025,Tom & Jerry,Domestic Shorthair,,Black Tuxedo,"5 Months, 7 Days",,male,,FALSE,985 113 010 336 295,Home Again,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,11/10/2025,,FALSE,FALSE,,,,available,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
190,,Toulouse,3/31/2025,Aristocats,Domestic Medium Hair,,Brown & White Tabby,"8 Months, 16 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,8/16/2025,TRUE,Laura West,,,,FALSE,FALSE,,,,FALSE,,
191,,Tuesday,6/24/2025,,Domestic Medium Hair,,Black & White,"5 Months, 23 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,9/9/2025,10/22/2025,,10/22/2025,,FALSE,FALSE,,,,adopted,----,10/19/2025,TRUE,Chenelle Foreman,,,,FALSE,FALSE,,,,FALSE,,
192,,Upland,4/29/2025,City Kitty Family,Domestic Shorthair,,Grey,"7 Months, 18 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,8/20/2025,Due 9/10,,,8/20/2025,TRUE,FALSE,,,,adopted,----,11/15/2025,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
193,24-0505,Vanilla,3/8/2024,,Domestic Shorthair,,Orange Tabby,"1 Years, 9 Months, 9 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
194,24-0426,Venus,10/4/2024,Planet Family,Domestic Shorthair,,Grey Tabby,"1 Years, 2 Months, 13 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
195,,Vicky,3/14/2025,,Domestic Shorthair,,Brown Spotted Tabby,"9 Months, 3 Days",,female,,TRUE,985 113 010 334 182,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,6/6/2025,6/26/2025,,6/26/2025,9/25/2025,TRUE,FALSE,,,,adopted,----,5/17/2025,TRUE,Veronica Flamenco,,,,FALSE,FALSE,,,,FALSE,,
196,,Vicky (Adopted with Logan),2/7/2024,,Domestic Shorthair,,Black,"1 Years, 10 Months, 10 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
197,24-0512,Victor,4/24/2024,,Domestic Shorthair,,Black,"1 Years, 7 Months, 23 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
198,,Vincent (Oswald),8/16/2025,,Domestic Medium Hair,,Grey,"4 Months, 1 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,10/22/2025,Due 11/12,,,,FALSE,FALSE,,,,adopted,----,10/4/2025,TRUE,Karla Vallin,,,,FALSE,FALSE,,,,FALSE,,
199,24-0513,Wanda,2/7/2024,,Domestic Shorthair,,Chocolate FP,"1 Years, 10 Months, 10 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$250.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
200,,Wednesday,6/24/2025,Days of the Week Family,Domestic Medium Hair,,Black w/ White Spot,"5 Months, 23 Days",,male,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,9/9/2025,10/22/2025,,10/22/2025,,FALSE,FALSE,,,,adopted,----,10/4/2025,TRUE,Barri Messersmith,,,,FALSE,FALSE,,,,FALSE,,
201,,Winter,3/1/2022,,Domestic Shorthair,,Brown Tabby,"3 Years, 9 Months, 16 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,1/31/2025,TRUE,Anthony Tchamanian,,,,FALSE,FALSE,,,,FALSE,,
202,,Yoda,4/29/2025,Maria Herrera's Kids,Domestic Shorthair,,White & Grey,"7 Months, 18 Days",,female,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,8/11/2025,8/11/2025,TRUE,FALSE,,,,adopted,----,8/31/2025,TRUE,Starlyn Hall,,,,FALSE,FALSE,,,,FALSE,,
203,,Zara,8/14/2024,,,,Calico,"1 Years, 4 Months, 3 Days",,unknown,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,3/10/2025,TRUE,Amanda Merlo,,,,FALSE,FALSE,,,,FALSE,,
204,,Whisper,9/29/2025,Opey & Friends,Domestic Medium Hair,medium,Grey Tabby,"2 Months, 18 Days",,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
205,,Westley,9/29/2025,Opey & Friends,,,Orange Cream ,"2 Months, 18 Days",,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
206,,Whimsy,9/29/2025,Opey & Friends,,,Grey Tabby,"2 Months, 18 Days",,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
207,,Kiwi,9/29/2025,Opey & Friends,,,Brown Tabby,"2 Months, 18 Days",,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,$300.00,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
208,,Opey,9/29/2025,Opey & Friends,,,Orange Tabby,"2 Months, 18 Days",,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,adopted,----,,TRUE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
,,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,FALSE,FALSE,,,,,,,FALSE,,,,,FALSE,FALSE,,,,FALSE,,
